# Sensor type: Thingy
# Activity type: Lying down right
# Activity code: 6
# Subject id: s1800825
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664378106412,-0.29589844,-0.91015625,0.31054688,2.84375,-0.40625,0.59375,0.0,0.0,0.0
1664378106412,-0.29589844,-0.91015625,0.31054688,2.84375,-0.40625,0.59375,0.0,0.0,0.0
1664378106453,-0.29296875,-0.90527344,0.31835938,4.4375,-0.46875,0.71875,0.0,0.0,0.0
1664378106453,-0.29296875,-0.90527344,0.31835938,4.4375,-0.46875,0.71875,0.0,0.0,0.0
1664378106495,-0.29003906,-0.91015625,0.32617188,5.90625,-0.53125,0.84375,0.0,0.0,0.0
1664378106495,-0.29003906,-0.91015625,0.32617188,5.90625,-0.53125,0.84375,0.0,0.0,0.0
1664378106532,-0.2939453,-0.9091797,0.328125,6.4375,-0.59375,1.03125,0.0,0.0,0.0
1664378106532,-0.2939453,-0.9091797,0.328125,6.4375,-0.59375,1.03125,0.0,0.0,0.0
1664378106573,-0.28808594,-0.9013672,0.32910156,5.65625,-0.46875,0.65625,0.0,0.0,0.0
1664378106573,-0.28808594,-0.9013672,0.32910156,5.65625,-0.46875,0.65625,0.0,0.0,0.0
1664378106613,-0.2890625,-0.8925781,0.34472656,6.125,-0.34375,0.15625,0.0,0.0,0.0
1664378106613,-0.2890625,-0.8925781,0.34472656,6.125,-0.34375,0.15625,0.0,0.0,0.0
1664378106652,-0.2919922,-0.9042969,0.34375,3.6875,-0.34375,0.0625,-16.625,-52.3125,-129.1875
1664378106651,-0.2919922,-0.9042969,0.34375,3.6875,-0.34375,0.0625,-16.625,-52.3125,-129.1875
1664378106712,-0.3017578,-0.8935547,0.34179688,2.03125,-0.09375,-0.25,0.0,0.0,0.0
1664378106712,-0.3017578,-0.8935547,0.34179688,2.03125,-0.09375,-0.25,0.0,0.0,0.0
1664378106732,-0.28808594,-0.8964844,0.34472656,0.875,-0.09375,-0.125,0.0,0.0,0.0
1664378106733,-0.28808594,-0.8964844,0.34472656,0.875,-0.09375,-0.125,0.0,0.0,0.0
1664378106773,-0.2919922,-0.8955078,0.34277344,0.15625,0.03125,-0.125,0.0,0.0,0.0
1664378106772,-0.2919922,-0.8955078,0.34277344,0.15625,0.03125,-0.125,0.0,0.0,0.0
1664378106813,-0.2919922,-0.9082031,0.33398438,-0.625,0.03125,-0.1875,0.0,0.0,0.0
1664378106812,-0.2919922,-0.9082031,0.33398438,-0.625,0.03125,-0.1875,0.0,0.0,0.0
1664378106853,-0.29882812,-0.890625,0.3486328,-0.21875,0.03125,0.21875,0.0,0.0,0.0
1664378106856,-0.29882812,-0.890625,0.3486328,-0.21875,0.03125,0.21875,0.0,0.0,0.0
1664378106893,-0.28320312,-0.8984375,0.3515625,0.03125,-0.03125,0.09375,0.0,0.0,0.0
1664378106893,-0.28320312,-0.8984375,0.3515625,0.03125,-0.03125,0.09375,0.0,0.0,0.0
1664378106933,-0.30371094,-0.9013672,0.32421875,-1.6875,0.03125,0.15625,0.0,0.0,0.0
1664378106933,-0.30371094,-0.9013672,0.32421875,-1.6875,0.03125,0.15625,0.0,0.0,0.0
1664378106971,-0.29296875,-0.89746094,0.3388672,-0.625,0.09375,0.15625,0.0,0.0,0.0
1664378106971,-0.29296875,-0.89746094,0.3388672,-0.625,0.09375,0.15625,0.0,0.0,0.0
1664378107013,-0.2890625,-0.90234375,0.33789062,-0.15625,0.09375,0.28125,0.0,0.0,0.0
