# Sensor type: Thingy
# Activity type: Desk work
# Activity code: 31
# Subject id: s1800825
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664378559181,-0.33398438,0.2529297,0.953125,-63.8125,-21.9375,11.125,0.0,0.0,0.0
1664378559181,-0.33398438,0.2529297,0.953125,-63.8125,-21.9375,11.125,0.0,0.0,0.0
1664378559220,-0.34570312,0.08886719,1.1181641,-101.28125,-44.625,2.84375,0.0,0.0,0.0
1664378559220,-0.34570312,0.08886719,1.1181641,-101.28125,-44.625,2.84375,0.0,0.0,0.0
1664378559261,-0.15527344,-0.04296875,0.72558594,-25.03125,-29.96875,22.5,0.0,0.0,0.0
1664378559263,-0.15527344,-0.04296875,0.72558594,-25.03125,-29.96875,22.5,0.0,0.0,0.0
1664378559300,-0.23535156,0.07324219,1.0595703,-32.1875,-4.09375,0.5625,0.0,0.0,0.0
1664378559300,-0.23535156,0.07324219,1.0595703,-32.1875,-4.09375,0.5625,0.0,0.0,0.0
1664378559340,-0.25195312,0.09667969,0.98535156,-26.21875,-0.9375,0.34375,0.0,0.0,0.0
1664378559340,-0.25195312,0.09667969,0.98535156,-26.21875,-0.9375,0.34375,0.0,0.0,0.0
1664378559380,-0.2578125,0.13574219,1.0195312,-19.3125,-14.1875,7.59375,0.0,0.0,0.0
1664378559380,-0.2578125,0.13574219,1.0195312,-19.3125,-14.1875,7.59375,0.0,0.0,0.0
1664378559420,-0.18164062,0.095703125,0.9404297,-30.65625,-2.40625,4.65625,0.0,0.0,0.0
1664378559420,-0.18164062,0.095703125,0.9404297,-30.65625,-2.40625,4.65625,0.0,0.0,0.0
1664378559460,-0.21191406,0.020507812,1.0068359,-34.3125,5.96875,15.21875,0.0,0.0,0.0
1664378559460,-0.21191406,0.020507812,1.0068359,-34.3125,5.96875,15.21875,0.0,0.0,0.0
1664378559501,-0.24511719,-0.015625,0.9814453,-13.15625,-13.03125,22.59375,0.0,0.0,0.0
1664378559501,-0.24511719,-0.015625,0.9814453,-13.15625,-13.03125,22.59375,0.0,0.0,0.0
1664378559540,-0.28808594,-0.005859375,0.96875,-17.1875,6.09375,10.40625,0.0,0.0,0.0
1664378559540,-0.28808594,-0.005859375,0.96875,-17.1875,6.09375,10.40625,0.0,0.0,0.0
1664378559581,-0.25878906,-0.03515625,1.1171875,-19.6875,-0.6875,2.59375,0.0,0.0,0.0
1664378559581,-0.25878906,-0.03515625,1.1171875,-19.6875,-0.6875,2.59375,0.0,0.0,0.0
1664378559621,-0.25,-0.032226562,0.9248047,0.46875,0.21875,-6.1875,-21.875,14.3125,-105.5
1664378559621,-0.25,-0.032226562,0.9248047,0.46875,0.21875,-6.1875,-21.875,14.3125,-105.5
1664378559661,-0.22265625,0.032226562,1.0009766,4.75,3.53125,-3.9375,0.0,0.0,0.0
1664378559661,-0.22265625,0.032226562,1.0009766,4.75,3.53125,-3.9375,0.0,0.0,0.0
1664378559701,-0.20703125,0.0146484375,0.99316406,8.03125,5.21875,-4.75,0.0,0.0,0.0
1664378559701,-0.20703125,0.0146484375,0.99316406,8.03125,5.21875,-4.75,0.0,0.0,0.0
1664378559740,-0.22070312,0.064453125,0.97265625,8.46875,5.46875,-4.1875,0.0,0.0,0.0
1664378559740,-0.22070312,0.064453125,0.97265625,8.46875,5.46875,-4.1875,0.0,0.0,0.0
1664378559781,-0.20214844,0.041015625,0.9765625,5.78125,4.3125,0.09375,0.0,0.0,0.0
1664378559781,-0.20214844,0.041015625,0.9765625,5.78125,4.3125,0.09375,0.0,0.0,0.0
1664378559821,-0.21582031,0.060546875,0.98339844,2.46875,12.375,4.125,0.0,0.0,0.0
1664378559821,-0.21582031,0.060546875,0.98339844,2.46875,12.375,4.125,0.0,0.0,0.0
1664378559860,-0.2919922,0.040039062,0.9794922,5.78125,8.90625,5.40625,0.0,0.0,0.0
1664378559860,-0.2919922,0.040039062,0.9794922,5.78125,8.90625,5.40625,0.0,0.0,0.0
1664378559900,-0.26757812,0.06542969,0.9501953,5.53125,8.78125,7.46875,0.0,0.0,0.0
1664378559900,-0.26757812,0.06542969,0.9501953,5.53125,8.78125,7.46875,0.0,0.0,0.0
1664378559941,-0.27441406,0.07714844,1.0107422,0.53125,6.21875,5.53125,0.0,0.0,0.0
1664378559943,-0.27441406,0.07714844,1.0107422,0.53125,6.21875,5.53125,0.0,0.0,0.0
1664378559980,-0.2705078,0.057617188,0.9667969,1.0625,-1.1875,1.5625,0.0,0.0,0.0
1664378559980,-0.2705078,0.057617188,0.9667969,1.0625,-1.1875,1.5625,0.0,0.0,0.0
1664378560020,-0.2705078,0.06542969,0.9628906,2.34375,-3.90625,-0.40625,0.0,0.0,0.0
1664378560021,-0.2705078,0.06542969,0.9628906,2.34375,-3.90625,-0.40625,0.0,0.0,0.0
1664378560061,-0.2705078,0.05859375,0.9824219,1.9375,-1.90625,-1.875,0.0,0.0,0.0
1664378560061,-0.2705078,0.05859375,0.9824219,1.9375,-1.90625,-1.875,0.0,0.0,0.0
1664378560101,-0.2421875,0.05078125,1.0039062,-1.65625,-3.375,-2.90625,0.0,0.0,0.0
1664378560101,-0.2421875,0.05078125,1.0039062,-1.65625,-3.375,-2.90625,0.0,0.0,0.0
1664378560142,-0.24609375,0.056640625,0.99609375,-2.28125,-1.46875,-3.75,-26.25,15.3125,-105.8125
1664378560142,-0.24609375,0.056640625,0.99609375,-2.28125,-1.46875,-3.75,-26.25,15.3125,-105.8125
1664378560181,-0.25878906,0.053710938,0.98046875,-1.5625,-1.40625,-4.78125,0.0,0.0,0.0
1664378560181,-0.25878906,0.053710938,0.98046875,-1.5625,-1.40625,-4.78125,0.0,0.0,0.0
1664378560220,-0.25097656,0.07128906,0.97265625,-1.5625,-3.125,-1.5,0.0,0.0,0.0
1664378560220,-0.25097656,0.07128906,0.97265625,-1.5625,-3.125,-1.5,0.0,0.0,0.0
1664378560262,-0.25976562,0.041015625,0.99609375,0.78125,-0.125,0.28125,0.0,0.0,0.0
1664378560262,-0.25976562,0.041015625,0.99609375,0.78125,-0.125,0.28125,0.0,0.0,0.0
1664378560302,-0.25390625,0.05859375,0.99316406,2.96875,-0.3125,-0.53125,0.0,0.0,0.0
1664378560304,-0.25390625,0.05859375,0.99316406,2.96875,-0.3125,-0.53125,0.0,0.0,0.0
1664378560340,-0.24707031,0.038085938,0.9736328,2.0,-0.1875,1.125,0.0,0.0,0.0
1664378560340,-0.24707031,0.038085938,0.9736328,2.0,-0.1875,1.125,0.0,0.0,0.0
1664378560382,-0.25195312,0.0546875,0.99121094,2.40625,2.0625,1.75,0.0,0.0,0.0
