# Sensor type: Thingy
# Activity type: Sitting bent backward
# Activity code: 5
# Subject id: s1912575
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664896007164,-0.47070312,-0.6484375,0.58203125,0.0,0.15625,0.03125,0.0,0.0,0.0
1664896007194,-0.4765625,-0.6425781,0.58984375,1.0625,0.65625,0.59375,0.0,0.0,0.0
1664896007225,-0.49121094,-0.6357422,0.59277344,1.0,0.84375,0.84375,0.0,0.0,0.0
1664896007282,-0.47851562,-0.6357422,0.6044922,1.46875,0.40625,0.03125,-52.375,-35.375,-101.125
1664896007314,-0.50683594,-0.61621094,0.5986328,-0.0625,-0.875,0.0,0.0,0.0,0.0
1664896007344,-0.48632812,-0.62109375,0.58984375,-2.6875,-3.0,-1.40625,0.0,0.0,0.0
1664896007405,-0.47753906,-0.65722656,0.5683594,-3.84375,-2.28125,-0.75,0.0,0.0,0.0
1664896007434,-0.45410156,-0.65625,0.5732422,-7.9375,-0.75,-3.5625,0.0,0.0,0.0
1664896007465,-0.45214844,-0.70410156,0.5654297,5.8125,-4.46875,1.9375,0.0,0.0,0.0
1664896007524,-0.48339844,-0.6044922,0.625,10.625,-0.25,4.0,0.0,0.0,0.0
1664896007554,-0.47070312,-0.62402344,0.6152344,2.5,1.09375,-1.125,0.0,0.0,0.0
1664896007585,-0.49023438,-0.61816406,0.5986328,5.8125,-0.625,-1.53125,0.0,0.0,0.0
1664896007644,-0.484375,-0.6015625,0.59375,0.625,2.0,-0.5,0.0,0.0,0.0
1664896007676,-0.49121094,-0.6308594,0.59765625,-1.40625,-1.53125,-1.125,0.0,0.0,0.0
1664896007705,-0.47851562,-0.62890625,0.59277344,-0.78125,-1.65625,-1.25,0.0,0.0,0.0
1664896007763,-0.47265625,-0.63378906,0.60839844,-0.125,-1.78125,-0.625,-52.625,-34.0,-99.0625
1664896007794,-0.48828125,-0.6533203,0.61035156,-0.84375,-1.25,-1.1875,0.0,0.0,0.0
1664896007824,-0.4736328,-0.6425781,0.6064453,0.0,0.71875,-2.625,0.0,0.0,0.0
1664896007885,-0.46972656,-0.6435547,0.6064453,-1.875,0.28125,-1.84375,0.0,0.0,0.0
1664896007913,-0.47460938,-0.6435547,0.5917969,-1.6875,-0.5625,-1.34375,0.0,0.0,0.0
1664896007943,-0.48535156,-0.63964844,0.58691406,0.25,0.21875,-1.34375,0.0,0.0,0.0
1664896008004,-0.46679688,-0.6279297,0.59765625,-0.46875,-0.5,-1.34375,0.0,0.0,0.0
1664896008034,-0.47265625,-0.6357422,0.61328125,-1.03125,-0.0625,-0.0625,0.0,0.0,0.0
1664896008095,-0.47265625,-0.62890625,0.5917969,1.15625,-0.875,0.34375,0.0,0.0,0.0
1664896008124,-0.47265625,-0.62402344,0.5986328,0.3125,-0.0625,-0.0625,0.0,0.0,0.0
