# Sensor type: Thingy
# Activity type: Sitting
# Activity code: 0
# Subject id: s1912575
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664366005301,-0.4482422,-0.4091797,0.80078125,-0.0625,0.0625,0.0625,0.0,0.0,0.0
1664366005328,-0.4453125,-0.41210938,0.8066406,-0.15625,0.375,0.125,-56.5625,-37.0,-89.625
1664366005386,-0.4580078,-0.4091797,0.79003906,-0.21875,-0.125,0.1875,0.0,0.0,0.0
1664366005417,-0.44628906,-0.40820312,0.8095703,0.0,0.375,-0.0625,0.0,0.0,0.0
1664366005447,-0.45507812,-0.4111328,0.796875,0.375,-0.0625,0.1875,0.0,0.0,0.0
1664366005508,-0.45214844,-0.41210938,0.81347656,0.0625,-0.25,0.25,0.0,0.0,0.0
1664366005536,-0.44140625,-0.41210938,0.80371094,0.125,-0.25,0.25,0.0,0.0,0.0
1664366005568,-0.44921875,-0.40039062,0.8027344,0.0625,-0.1875,0.25,0.0,0.0,0.0
1664366005627,-0.4482422,-0.41015625,0.8017578,-0.21875,-0.4375,0.0625,0.0,0.0,0.0
1664366005656,-0.453125,-0.4189453,0.8066406,-0.28125,-0.25,0.0,0.0,0.0,0.0
1664366005686,-0.453125,-0.4091797,0.80371094,-0.15625,0.125,0.25,0.0,0.0,0.0
1664366005747,-0.4560547,-0.40820312,0.7910156,-0.09375,-0.5625,0.5,0.0,0.0,0.0
1664366005778,-0.4609375,-0.4091797,0.7998047,-0.21875,-0.375,0.5,0.0,0.0,0.0
1664366005806,-0.45117188,-0.40820312,0.80371094,-0.28125,-0.4375,0.25,0.0,0.0,0.0
1664366005868,-0.45117188,-0.41796875,0.8017578,-0.0625,-0.25,0.1875,-57.0,-37.1875,-90.0625
1664366005899,-0.45214844,-0.40625,0.80078125,-0.09375,-0.3125,0.25,0.0,0.0,0.0
1664366005928,-0.4560547,-0.40820312,0.7998047,-0.21875,-0.6875,0.25,0.0,0.0,0.0
1664366005988,-0.4580078,-0.40625,0.79003906,-0.0625,-0.375,0.25,0.0,0.0,0.0
1664366006016,-0.45410156,-0.40234375,0.80566406,-0.0625,-0.375,0.3125,0.0,0.0,0.0
1664366006047,-0.45117188,-0.41601562,0.8046875,-0.15625,-0.0625,0.375,0.0,0.0,0.0
1664366006107,-0.4580078,-0.4111328,0.8154297,-0.0625,-0.0625,0.5,0.0,0.0,0.0
1664366006137,-0.4609375,-0.41308594,0.8027344,-0.40625,-0.3125,0.75,0.0,0.0,0.0
1664366006166,-0.4423828,-0.4013672,0.78808594,-0.28125,-0.125,0.5625,0.0,0.0,0.0
1664366006227,-0.45117188,-0.40722656,0.79589844,-0.34375,-0.0625,0.5,0.0,0.0,0.0
1664366006256,-0.4609375,-0.4169922,0.78125,-0.34375,-0.6875,0.0,0.0,0.0,0.0
1664366006318,-0.45117188,-0.40625,0.7841797,-0.09375,-0.375,0.0625,0.0,0.0,0.0
1664366006346,-0.4423828,-0.4140625,0.79589844,0.0625,-0.5625,0.3125,-56.6875,-37.9375,-89.4375
1664366006377,-0.45703125,-0.41015625,0.79589844,-0.0625,-0.5625,0.3125,0.0,0.0,0.0
1664366006409,-0.4453125,-0.41015625,0.8095703,-0.28125,-0.625,-0.0625,0.0,0.0,0.0
1664366006467,-0.4501953,-0.4140625,0.7890625,0.0,-0.25,-0.25,0.0,0.0,0.0
1664366006498,-0.45507812,-0.4111328,0.80371094,0.375,-0.3125,0.125,0.0,0.0,0.0
1664366006527,-0.44921875,-0.40625,0.80371094,-0.09375,-0.125,0.5625,0.0,0.0,0.0
1664366006587,-0.4501953,-0.4091797,0.80078125,-0.21875,-0.4375,0.8125,0.0,0.0,0.0
1664366006618,-0.4560547,-0.41601562,0.79785156,-0.53125,-0.1875,0.625,0.0,0.0,0.0
1664366006646,-0.4580078,-0.41210938,0.80566406,-0.21875,-0.1875,0.625,0.0,0.0,0.0
1664366006707,-0.44921875,-0.4091797,0.80371094,-0.21875,-0.625,0.25,0.0,0.0,0.0
1664366006738,-0.44335938,-0.41015625,0.79589844,-0.34375,-0.1875,0.1875,0.0,0.0,0.0
1664366006766,-0.4580078,-0.40722656,0.796875,-0.09375,-0.5625,0.375,0.0,0.0,0.0
1664366006828,-0.45214844,-0.4111328,0.80078125,-0.21875,-0.5625,0.4375,0.0,0.0,0.0
1664366006857,-0.4404297,-0.3955078,0.79785156,-0.28125,-0.3125,0.3125,-56.25,-37.1875,-90.5
1664366006887,-0.453125,-0.4091797,0.80566406,-0.28125,-0.5,0.3125,0.0,0.0,0.0
