# Sensor type: Thingy
# Activity type: Sitting bent backward
# Activity code: 5
# Subject id: s1800825
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1665676039730,-0.6464844,-0.18261719,0.7167969,-0.40625,0.5625,-0.46875,-52.9375,9.1875,-113.125
1665676039731,-0.6464844,-0.18261719,0.7167969,-0.40625,0.5625,-0.46875,-52.9375,9.1875,-113.125
1665676039733,-0.64160156,-0.18945312,0.7246094,0.25,0.15625,0.4375,0.0,0.0,0.0
1665676039733,-0.64160156,-0.18945312,0.7246094,0.25,0.15625,0.4375,0.0,0.0,0.0
1665676039751,-0.6435547,-0.18457031,0.71972656,0.09375,0.1875,0.5625,0.0,0.0,0.0
1665676039751,-0.6435547,-0.18457031,0.71972656,0.09375,0.1875,0.5625,0.0,0.0,0.0
1665676039834,-0.6533203,-0.17382812,0.71191406,-0.28125,0.09375,0.75,0.0,0.0,0.0
1665676039834,-0.6533203,-0.17382812,0.71191406,-0.28125,0.09375,0.75,0.0,0.0,0.0
1665676039836,-0.6464844,-0.16796875,0.7167969,-0.21875,-0.28125,0.6875,0.0,0.0,0.0
1665676039835,-0.6464844,-0.16796875,0.7167969,-0.21875,-0.28125,0.6875,0.0,0.0,0.0
1665676039909,-0.640625,-0.17285156,0.7216797,-0.65625,0.375,0.6875,0.0,0.0,0.0
1665676039909,-0.640625,-0.17285156,0.7216797,-0.65625,0.375,0.6875,0.0,0.0,0.0
1665676039911,-0.63964844,-0.17773438,0.7236328,-0.53125,0.03125,0.375,0.0,0.0,0.0
1665676039911,-0.63964844,-0.17773438,0.7236328,-0.53125,0.03125,0.375,0.0,0.0,0.0
1665676039989,-0.6513672,-0.16796875,0.70703125,-0.96875,-0.03125,0.5625,0.0,0.0,0.0
1665676039989,-0.6513672,-0.16796875,0.70703125,-0.96875,-0.03125,0.5625,0.0,0.0,0.0
1665676039991,-0.6376953,-0.1796875,0.7236328,-0.96875,0.1875,0.75,0.0,0.0,0.0
1665676039991,-0.6376953,-0.1796875,0.7236328,-0.96875,0.1875,0.75,0.0,0.0,0.0
1665676040070,-0.6435547,-0.18164062,0.7158203,-0.90625,1.0625,0.625,0.0,0.0,0.0
1665676040070,-0.6435547,-0.18164062,0.7158203,-0.90625,1.0625,0.625,0.0,0.0,0.0
1665676040071,-0.6425781,-0.17871094,0.71875,-0.71875,1.125,0.25,0.0,0.0,0.0
1665676040071,-0.6425781,-0.17871094,0.71875,-0.71875,1.125,0.25,0.0,0.0,0.0
1665676040130,-0.6542969,-0.17382812,0.7158203,-0.90625,0.8125,0.125,0.0,0.0,0.0
1665676040130,-0.6542969,-0.17382812,0.7158203,-0.90625,0.8125,0.125,0.0,0.0,0.0
1665676040149,-0.6464844,-0.17089844,0.7138672,-1.6875,1.46875,-0.1875,0.0,0.0,0.0
1665676040149,-0.6464844,-0.17089844,0.7138672,-1.6875,1.46875,-0.1875,0.0,0.0,0.0
1665676040194,-0.65234375,-0.18261719,0.7050781,-2.25,-0.03125,0.25,0.0,0.0,0.0
1665676040194,-0.65234375,-0.18261719,0.7050781,-2.25,-0.03125,0.25,0.0,0.0,0.0
