# Sensor type: Respeck
# Activity type: Climbing stairs
# Activity code: 12
# Subject id: s1800825
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664563737784,-0.4987793,-0.8345337,0.28289795,1.484375,0.671875,0.359375
1664563737831,-0.5019531,-0.8399048,0.3060913,2.171875,0.109375,0.421875
1664563737859,-0.4716797,-0.8389282,0.26898193,1.6875,-0.546875,0.671875
1664563737905,-0.4946289,-0.85284424,0.28460693,0.671875,0.703125,1.203125
1664563737950,-0.47558594,-0.8447876,0.30096436,2.5625,-1.796875,1.09375
1664563737979,-0.45581055,-0.85284424,0.291687,2.203125,-0.3125,1.421875
1664563738025,-0.45654297,-0.8574829,0.2994995,2.15625,-2.5625,1.96875
1664563738069,-0.44726562,-0.8538208,0.28704834,1.046875,0.21875,2.703125
1664563738099,-0.46240234,-0.8435669,0.3102417,0.296875,-2.375,2.359375
1664563738144,-0.43920898,-0.86431885,0.27923584,1.015625,-3.15625,3.875
1664563738177,-0.5136719,-0.8406372,0.27850342,0.65625,0.71875,1.328125
1664563738219,-0.45629883,-0.8574829,0.23382568,2.75,0.109375,1.5625
1664563738265,-0.48046875,-0.85162354,0.26776123,-1.3125,-4.578125,1.984375
1664563738294,-0.5275879,-0.83721924,0.1984253,1.984375,-3.234375,1.171875
1664563738341,-0.5214844,-0.85113525,0.22698975,4.796875,-1.28125,0.734375
1664563738385,-0.5270996,-0.89678955,0.15863037,9.65625,6.15625,1.96875
1664563738415,-0.45874023,-0.8479614,0.23602295,2.59375,-1.296875,3.625
1664563738459,-0.5637207,-0.7991333,0.29925537,2.53125,1.46875,3.390625
1664563738535,-0.5415039,-0.8423462,0.24090576,5.734375,4.265625,5.75
1664563738537,-0.4790039,-0.8948364,0.15203857,12.5,0.171875,7.203125
1664563738580,-0.44335938,-0.88946533,0.25726318,3.28125,-4.6875,6.046875
1664563738611,-0.48706055,-0.84332275,0.2880249,9.765625,-0.890625,3.625
1664563738655,-0.46362305,-0.84576416,0.23724365,11.625,0.109375,5.765625
1664563738700,-0.43310547,-0.8308716,0.22113037,7.46875,-2.0625,3.71875
1664563738730,-0.4650879,-0.8623657,0.24017334,9.59375,-1.578125,4.359375
1664563738776,-0.46069336,-0.8779907,0.24139404,8.125,-3.140625,4.65625
1664563738820,-0.4482422,-0.8945923,0.20916748,7.703125,-3.328125,4.296875
1664563738850,-0.42358398,-0.88726807,0.199646,5.65625,-1.890625,4.03125
1664563738896,-0.44360352,-0.8743286,0.25506592,1.390625,-6.1875,2.6875
1664563738924,-0.52075195,-0.87701416,0.20428467,0.921875,-5.09375,1.9375
1664563738971,-0.44091797,-0.92852783,0.20013428,4.125,-5.09375,3.40625
1664563739015,-0.4880371,-0.9685669,0.16986084,-2.171875,-11.453125,2.46875
1664563739045,-0.54663086,-0.9619751,0.20037842,-5.4375,-12.171875,-0.015625
1664563739090,-0.5908203,-0.98638916,0.24627686,0.3125,-7.75,-0.875
1664563739135,-0.51660156,-0.9692993,0.08270264,3.015625,3.046875,-0.5625
1664563739164,-0.3894043,-1.164856,0.18890381,2.90625,-6.046875,7.59375
1664563739210,-0.4494629,-1.1677856,0.14251709,-4.078125,-16.984375,7.203125
1664563739255,-0.47827148,-1.0230103,0.002380371,-4.734375,-1.921875,-1.140625
1664563739285,-0.28808594,-1.0369263,-0.07623291,1.46875,-7.28125,7.453125
1664563739330,-0.24047852,-1.0098267,0.02947998,5.171875,-2.0625,9.625
1664563739360,-0.3251953,-0.89971924,0.062438965,-8.28125,-0.734375,5.34375
1664563739405,-0.34057617,-0.8755493,0.11981201,-9.125,1.546875,3.0
1664563739450,-0.2565918,-0.7866821,0.04827881,0.390625,4.625,2.3125
1664563739480,-0.22680664,-0.7913208,0.07684326,2.421875,2.40625,4.5
1664563739525,-0.24145508,-0.800354,0.08905029,-0.796875,3.8125,4.953125
1664563739570,-0.28271484,-0.81451416,0.11444092,0.40625,2.609375,2.859375
1664563739600,-0.30493164,-0.8689575,0.1461792,0.8125,2.109375,3.046875
1664563739646,-0.31274414,-0.8904419,0.12030029,2.375,2.828125,3.34375
1664563739676,-0.31079102,-0.8755493,0.13250732,6.65625,3.515625,3.375
1664563739721,-0.27783203,-0.94488525,0.16864014,5.5625,1.890625,3.5625
1664563739765,-0.2998047,-0.95977783,0.18914795,1.453125,-1.703125,1.46875
1664563739795,-0.34472656,-0.9089966,0.19525146,0.84375,1.390625,0.8125
1664563739840,-0.27172852,-0.92559814,0.16888428,3.59375,-0.390625,0.671875
1664563739886,-0.37060547,-0.9451294,0.30706787,-2.6875,9.5625,-5.0
1664563739917,-0.40063477,-0.93341064,0.20599365,-3.3125,11.703125,-7.5
