# Sensor type: Thingy
# Activity type: Walking at normal speed
# Activity code: 1
# Subject id: s1800825
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664566757982,-1.0332031,0.0107421875,0.07324219,0.21875,-7.21875,1.625,0.0,0.0,0.0
1664566758022,-0.9902344,0.0078125,0.018554688,-10.4375,-9.34375,-0.375,0.0,0.0,0.0
1664566758064,-1.0097656,0.057617188,0.08300781,1.9375,-11.1875,1.6875,0.0,0.0,0.0
1664566758102,-0.9941406,0.046875,0.10546875,-3.625,-26.5625,1.09375,0.0,0.0,0.0
1664566758142,-0.93359375,0.0390625,0.07714844,-18.75,-30.21875,-4.65625,0.0,0.0,0.0
1664566758181,-0.98339844,0.07421875,0.14746094,-18.875,-36.8125,-8.6875,0.0,0.0,0.0
1664566758221,-1.0585938,0.123046875,0.28027344,-2.9375,-44.3125,-1.125,0.0,0.0,0.0
1664566758261,-0.9160156,0.09472656,0.17382812,-4.90625,-67.40625,8.59375,0.0,0.0,0.0
1664566758302,-1.0263672,0.0390625,0.34570312,18.0,-46.28125,6.03125,0.0,0.0,0.0
1664566758341,-1.1054688,0.068359375,0.3359375,0.09375,-39.25,6.5625,0.0,0.0,0.0
1664566758381,-0.9472656,0.046875,0.30371094,-1.25,-34.0625,0.84375,0.0,0.0,0.0
1664566758421,-0.8886719,0.041015625,0.3720703,-15.09375,-20.03125,-7.40625,0.0,0.0,0.0
1664566758481,-0.70214844,0.024414062,0.35253906,-39.5625,-2.9375,-24.4375,-62.375,-13.1875,-127.375
1664566758501,-0.8671875,-0.06738281,0.34570312,-32.25,14.4375,-14.53125,0.0,0.0,0.0
1664566758541,-0.8125,-0.11621094,0.4189453,-13.8125,20.25,-3.4375,0.0,0.0,0.0
1664566758581,-0.8876953,-0.11816406,0.46777344,17.25,-9.46875,15.0625,0.0,0.0,0.0
1664566758622,-0.6513672,-0.030273438,0.4580078,29.34375,-28.59375,13.03125,0.0,0.0,0.0
1664566758662,-0.7939453,0.044921875,0.48535156,4.1875,-47.1875,19.09375,0.0,0.0,0.0
1664566758702,-0.86816406,0.038085938,0.5644531,24.71875,-45.71875,29.28125,0.0,0.0,0.0
1664566758742,-0.9511719,-0.051757812,0.7949219,28.1875,-21.0,17.1875,0.0,0.0,0.0
1664566758781,-1.0097656,-0.15039062,0.8203125,5.53125,0.65625,1.5625,0.0,0.0,0.0
1664566758821,-0.9746094,-0.07714844,0.6376953,6.03125,26.96875,-10.625,0.0,0.0,0.0
1664566758862,-0.86035156,0.0546875,0.44921875,-2.28125,60.71875,-4.46875,0.0,0.0,0.0
1664566758901,-1.0107422,0.41308594,0.049804688,-21.3125,106.3125,6.875,0.0,0.0,0.0
1664566758943,-0.9423828,0.111328125,0.09082031,-6.25,38.625,32.28125,-73.0625,-6.875,-138.9375
1664566758982,-0.96484375,0.060546875,-0.36328125,12.5,70.59375,5.34375,0.0,0.0,0.0
1664566759022,-0.9951172,0.26367188,0.24511719,84.875,48.5,9.9375,0.0,0.0,0.0
1664566759062,-0.96777344,0.06933594,0.06640625,26.0,43.125,-21.375,0.0,0.0,0.0
1664566759102,-0.7294922,0.0087890625,-0.07519531,-1.71875,84.09375,-35.0625,0.0,0.0,0.0
1664566759142,-0.80078125,0.20703125,0.11035156,47.15625,77.0,-8.25,0.0,0.0,0.0
1664566759182,-0.8955078,0.10253906,-0.047851562,31.59375,75.375,-3.0,0.0,0.0,0.0
1664566759241,-0.90722656,0.095703125,0.22851562,36.59375,78.59375,6.5625,0.0,0.0,0.0
1664566759262,-0.90625,0.01953125,0.0,-5.3125,55.96875,8.46875,0.0,0.0,0.0
1664566759302,-1.0029297,0.123046875,0.061523438,8.46875,63.875,21.96875,0.0,0.0,0.0
1664566759342,-1.1884766,-0.03515625,0.07128906,-46.46875,42.46875,21.34375,0.0,0.0,0.0
1664566759381,-1.3408203,-0.18945312,0.12597656,-43.53125,33.96875,-12.96875,0.0,0.0,0.0
1664566759422,-1.5888672,0.17480469,0.33496094,-60.0625,13.46875,-16.6875,0.0,0.0,0.0
1664566759461,-1.3886719,-0.22949219,0.07910156,-41.34375,-53.0625,-15.15625,-73.0625,-5.5,-155.625
1664566759502,-0.63378906,-0.13671875,-0.33496094,-1.125,-89.0,-46.40625,0.0,0.0,0.0
