# Sensor type: Respeck
# Activity type: Running
# Activity code: 11
# Subject id: s1800825
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664567283795,0.033447266,-0.9859009,0.07659912,4.078125,3.375,1.21875
1664567283843,0.0715332,-0.95562744,0.13470459,7.734375,4.578125,2.03125
1664567283871,0.03955078,-0.9585571,0.13201904,5.78125,2.0625,2.078125
1664567283917,0.036132812,-0.97442627,0.12005615,5.234375,0.546875,2.46875
1664567283961,0.096191406,-0.94000244,0.13153076,9.640625,-3.140625,2.984375
1664567283991,0.0068359375,-0.97735596,0.12762451,9.734375,-6.65625,3.46875
1664567284036,0.05834961,-0.9258423,0.117126465,10.03125,-4.3125,6.859375
1664567284082,0.022460938,-0.9446411,0.070495605,10.296875,4.453125,7.75
1664567284111,0.02758789,-0.9019165,0.0289917,14.828125,6.28125,8.109375
1664567284156,0.076416016,-0.87823486,0.02557373,21.421875,11.8125,9.203125
1664567284202,0.040283203,-1.0703735,0.06781006,23.6875,10.21875,8.265625
1664567284232,0.106933594,-1.0147095,0.07537842,31.8125,8.96875,14.46875
1664567284277,0.13452148,-1.0332642,0.06561279,27.40625,1.8125,18.703125
1664567284321,0.052978516,-1.1487427,0.14813232,25.3125,-3.78125,22.953125
1664567284368,0.104003906,-1.2244263,0.050231934,17.8125,-7.484375,25.203125
1664567284396,0.13183594,-0.9541626,-0.1260376,11.765625,-0.8125,28.90625
1664567284442,0.33081055,-0.519104,-0.3164673,17.734375,-12.59375,39.34375
1664567284471,0.3395996,-0.9451294,-0.2793579,-7.71875,-28.25,-0.609375
1664567284516,0.43554688,-1.2747192,-0.3748169,-5.796875,8.203125,-1.71875
1664567284562,0.8991699,-1.6187134,-0.3110962,0.0625,-1.234375,4.53125
1664567284592,0.55737305,-2.0,-0.2786255,-3.984375,-12.90625,-0.34375
1664567284621,0.5515137,-2.0,0.25823975,8.375,8.4375,-7.65625
1664567284682,0.099121094,-1.3076782,0.042419434,-13.3125,37.4375,2.53125
1664567284712,0.36328125,0.085876465,-0.0635376,18.890625,9.21875,-1.640625
1664567284741,-0.09423828,0.45404053,-0.5545044,10.03125,-30.59375,-3.734375
1664567284804,0.19628906,-0.10308838,0.16546631,10.875,-27.90625,-15.390625
1664567284831,-0.31079102,-0.09844971,-0.14483643,-7.03125,-6.890625,-15.28125
1664567284861,0.16186523,0.022399902,-0.2000122,-6.75,-4.140625,1.09375
1664567284921,0.23535156,-0.4085083,-0.57110596,-17.203125,-20.625,-15.578125
1664567284953,0.72021484,-1.0239868,-0.29766846,11.40625,-11.34375,19.1875
1664567284981,0.62768555,-2.0,-0.24224854,-11.390625,-10.859375,-26.359375
1664567285056,0.14672852,-2.0,0.1696167,24.796875,71.359375,23.90625
1664567285057,0.61450195,-0.9067993,-0.08795166,-56.40625,110.71875,52.84375
1664567285101,0.10083008,-1.3425903,-0.35211182,-7.03125,10.1875,-2.96875
1664567285161,0.6269531,0.09979248,-0.07891846,42.71875,13.375,30.375
1664567285176,-0.29638672,-0.055725098,-0.2901001,-24.328125,-29.640625,-1.421875
1664567285222,0.3630371,0.029968262,0.018249512,-5.046875,-36.125,-8.203125
1664567285282,-0.072265625,-0.4036255,-0.6428833,-41.015625,-23.6875,-15.25
1664567285296,0.8679199,-1.4251099,-0.25030518,-49.921875,44.75,-0.75
1664567285342,1.3261719,-2.0,0.3361206,18.953125,-29.140625,-39.046875
1664567285371,0.6323242,-2.0,-0.42559814,33.78125,-10.5,-15.4375
1664567285417,0.6645508,-1.9004517,0.28045654,3.515625,13.984375,-29.203125
1664567285461,0.3330078,-0.45391846,-0.02935791,29.40625,-36.21875,18.21875
1664567285492,-0.9875488,1.3014526,-0.73760986,1.828125,-48.03125,-16.078125
1664567285537,0.46118164,-0.42437744,0.11053467,-16.859375,-17.296875,-54.640625
1664567285582,-0.06591797,-0.13677979,-0.19439697,-9.828125,14.796875,-16.875
1664567285611,0.42138672,0.25335693,-0.070373535,12.53125,-17.234375,7.53125
1664567285657,0.3244629,-0.35943604,-0.78912354,-29.75,-29.34375,-25.984375
1664567285702,1.2404785,-2.0,-0.37994385,40.75,-8.109375,59.640625
1664567285731,-0.1628418,-2.0,0.55633545,45.125,-4.640625,-10.4375
1664567285777,0.5263672,-1.7334595,-0.2793579,-59.140625,98.59375,5.203125
1664567285851,0.55322266,-1.3425903,-0.008117676,-22.265625,34.984375,-6.65625
1664567285856,-0.45263672,0.14520264,-0.1765747,6.65625,72.25,17.484375
1664567285897,0.4519043,0.31610107,-0.56695557,-16.53125,14.359375,25.65625
1664567285941,0.3071289,-0.030822754,0.14788818,12.71875,-31.203125,7.421875
1664567285971,-0.36694336,0.16693115,-0.11431885,-28.828125,-15.640625,-9.921875
1664567286016,0.07397461,0.0067749023,-0.36431885,-10.84375,5.21875,-6.25
1664567286061,0.70092773,-1.1550903,-0.43878174,-44.5625,-37.265625,-12.265625
1664567286091,1.9448242,-2.0,-0.2876587,37.828125,-23.546875,-3.890625
1664567286121,-0.19799805,-2.0,-0.3399048,-8.53125,-59.453125,-29.546875
1664567286184,0.17675781,-2.0,0.15081787,-20.828125,-1.90625,-12.9375
1664567286211,0.7233887,-0.6223755,0.16595459,31.328125,-18.46875,8.265625
1664567286241,-0.9387207,0.8908081,-0.50909424,14.359375,-54.375,12.921875
1664567286302,0.40576172,0.05633545,0.04437256,-1.484375,-15.46875,-29.421875
1664567286332,-0.24560547,-0.3657837,0.13446045,21.765625,1.484375,-15.171875
1664567286377,0.31933594,0.12982178,-0.28912354,-3.21875,11.890625,5.890625
1664567286422,0.6123047,0.12445068,-0.5671997,23.671875,-21.125,8.21875
1664567286437,0.81274414,-1.1983032,-0.77838135,-3.859375,-55.40625,24.171875
1664567286482,0.26635742,-2.0,0.53656006,5.15625,-0.8125,-63.21875
1664567286541,0.68237305,-2.0,-0.23687744,-51.71875,145.1875,35.0625
1664567286557,0.9482422,-1.1126099,-0.11553955,-38.0,24.375,4.328125
1664567286604,-0.75,-0.61798096,-0.014709473,28.1875,40.484375,3.8125
1664567286663,0.29907227,0.91082764,-0.659729,-31.875,3.265625,31.59375
1664567286676,0.45043945,-0.25152588,-0.09210205,-4.265625,-21.421875,16.171875
1664567286723,-0.28808594,0.27044678,0.015075684,-8.765625,-17.828125,-7.765625
1664567286782,-0.008544922,0.012634277,-0.2744751,-26.21875,6.34375,2.515625
1664567286797,0.6064453,-0.78009033,-0.46148682,-27.921875,-21.015625,-20.296875
1664567286842,1.999939,-2.0,0.35784912,4.75,21.109375,-1.734375
1664567286874,-0.88256836,-2.0,-0.17437744,30.734375,-29.671875,-16.203125
1664567286918,-0.08544922,-2.0,0.070495605,18.5,-16.828125,-18.640625
1664567286964,0.9609375,-0.8599243,0.3661499,15.84375,-15.90625,1.671875
1664567286993,-0.55859375,1.007019,-0.7078247,-6.328125,-62.328125,-6.703125
1664567287036,0.22705078,0.24725342,0.09222412,1.296875,-19.9375,-27.921875
1664567287082,-0.32080078,-0.54351807,0.1708374,-0.265625,11.71875,-26.078125
1664567287112,0.24243164,0.11932373,-0.3225708,4.578125,-5.375,10.84375
1664567287157,0.6789551,0.34661865,-0.09307861,20.6875,-8.640625,7.984375
1664567287202,0.114746094,-1.125061,-0.9143677,-29.015625,-0.09375,-10.015625
1664567287232,1.9938965,-2.0,1.230896,70.09375,31.375,17.125
1664567287277,-0.5336914,-2.0,0.16546631,-57.4375,67.390625,3.21875
1664567287322,0.9489746,-1.4326782,-0.68829346,-74.890625,44.59375,-0.703125
1664567287351,-0.30810547,-0.5701294,0.3024292,24.8125,49.90625,10.828125
1664567287399,0.009765625,0.934021,-0.6748657,-38.765625,-20.9375,25.75
1664567287442,0.40039062,-0.19024658,-0.14190674,6.90625,-14.5625,11.984375
1664567287474,-0.34594727,0.23431396,-0.018127441,-13.46875,-23.171875,-12.84375
1664567287516,0.09008789,0.034362793,-0.30621338,-27.046875,0.90625,-2.859375
1664567287562,0.625,-0.6099243,-0.7798462,-33.203125,-34.75,-12.671875
1664567287592,1.3710938,-2.0,-0.72125244,-10.796875,-6.109375,-8.015625
1664567287622,-0.03881836,-2.0,-0.36871338,11.03125,-40.734375,-24.578125
1664567287682,-0.11376953,-2.0,0.015563965,6.65625,8.3125,-14.625
1664567287712,0.68847656,-0.8760376,0.2230835,13.421875,5.15625,-7.0625
1664567287742,-0.30737305,0.88934326,-0.237854,35.28125,-32.453125,0.6875
1664567287802,0.083496094,0.07659912,0.09075928,8.921875,-15.078125,-19.578125
1664567287832,-0.16918945,-0.32867432,0.04901123,10.296875,-8.84375,-22.53125
1664567287862,0.07397461,0.055603027,-0.18463135,-7.15625,-4.453125,-12.5625
1664567287922,0.6196289,0.25946045,-0.2498169,16.171875,-10.96875,-0.3125
1664567287937,9.765625E-4,-0.27130127,-1.0181274,35.921875,-23.1875,29.9375
1664567287982,-0.1237793,-2.0,-0.73638916,-9.4375,-17.234375,-2.3125
1664567288042,0.75097656,-2.0,-0.023498535,40.125,5.15625,-4.25
1664567288057,0.28686523,-1.9551392,0.3439331,-87.515625,95.765625,27.828125
1664567288102,0.39453125,-1.3452759,0.32000732,-13.4375,54.59375,19.609375
1664567288163,0.071777344,0.55926514,-0.44805908,18.8125,30.40625,24.75
1664567288177,0.16821289,9.1552734E-4,-0.4319458,-10.203125,-39.265625,12.34375
1664567288223,0.07543945,0.11199951,0.14569092,6.90625,-25.578125,-7.703125
1664567288282,-0.21923828,0.062194824,-0.05987549,-21.09375,-17.015625,-4.9375
1664567288297,0.18920898,0.02532959,-0.75665283,-15.609375,4.890625,-0.65625
1664567288342,0.46801758,-1.4456177,0.024841309,-29.125,0.875,-25.75
1664567288371,1.999939,-2.0,0.15570068,92.84375,-35.078125,36.453125
1664567288417,-1.012207,-2.0,0.11566162,39.171875,7.390625,-22.4375
1664567288462,0.06689453,-2.0,0.28118896,30.53125,8.296875,-17.859375
1664567288491,0.7128906,-0.3394165,0.23773193,9.640625,-6.03125,-4.15625
1664567288537,-0.46142578,1.3182983,-0.9116821,-10.421875,-48.90625,6.90625
1664567288582,0.43798828,-0.28302002,0.19036865,2.640625,-33.734375,-25.0625
1664567288612,-0.43896484,-0.22149658,-0.032287598,7.59375,-2.25,-15.265625
1664567288657,0.29760742,0.18133545,-0.21368408,4.359375,-9.796875,4.078125
1664567288701,0.5024414,0.17474365,-0.41314697,35.40625,-13.5,6.109375
1664567288731,0.20947266,-1.625061,-1.069397,-9.234375,-30.25,3.875
1664567288777,1.4001465,-2.0,0.35247803,104.5625,31.609375,8.453125
1664567288821,-0.053466797,-1.9465942,0.09124756,-11.453125,95.15625,42.34375
1664567288851,0.8701172,-1.5684204,-0.40631104,-66.5,38.390625,3.3125
1664567288896,-0.3359375,0.24920654,0.21966553,30.90625,49.59375,26.09375
1664567288942,0.23095703,0.24334717,-0.6321411,-33.078125,-39.78125,18.703125
1664567288971,0.16040039,-0.010314941,0.035827637,12.15625,-11.296875,0.1875
1664567289003,-0.23071289,0.12542725,-0.0037231445,-25.671875,-19.921875,-3.84375
1664567289062,0.06665039,0.1618042,-0.36138916,-26.71875,-19.515625,-10.765625
1664567289091,0.3798828,-0.109680176,-0.8477173,2.3125,1.484375,1.40625
1664567289124,0.73828125,-2.0,0.082458496,-38.046875,-36.40625,-29.296875
1664567289182,1.999939,-2.0,0.23724365,70.109375,1.15625,37.296875
1664567289211,-0.98779297,-2.0,-0.02154541,32.203125,6.984375,-21.953125
1664567289242,0.9362793,-2.0,0.97210693,-17.703125,8.125,-32.15625
1664567289301,0.038330078,0.12176514,-0.046447754,24.421875,-12.296875,10.015625
1664567289331,-0.19213867,1.4174194,-0.44195557,24.265625,-39.421875,-5.5
1664567289363,0.08251953,-0.6397095,0.08538818,0.546875,-20.140625,-45.8125
1664567289422,-0.45263672,-0.030578613,-0.074523926,0.015625,11.9375,-0.828125
1664567289437,0.6081543,0.24310303,-0.2852173,15.015625,-4.046875,10.953125
1664567289483,0.32299805,-0.14508057,-0.9170532,21.40625,-11.140625,10.671875
1664567289541,-0.30664062,-2.0,-0.9085083,-54.359375,-12.59375,5.640625
1664567289557,0.5229492,-2.0,0.036071777,89.375,18.0625,0.9375
1664567289602,0.29492188,-1.770813,0.047790527,-52.46875,82.140625,26.359375
1664567289662,0.52075195,-1.081604,0.0993042,18.65625,112.34375,9.578125
1664567289678,0.19995117,0.3607788,-0.302063,8.921875,-28.25,44.109375
1664567289722,-0.032226562,0.06854248,-0.49224854,-18.4375,-24.78125,6.078125
1664567289753,0.19213867,0.15032959,0.15985107,-8.734375,-24.609375,2.546875
1664567289797,-0.2668457,0.046813965,-0.054016113,-34.1875,-16.546875,-13.65625
1664567289842,-0.107177734,0.15789795,-0.51519775,-17.484375,5.25,-11.59375
1664567289872,0.7219238,-0.6638794,-1.0110474,-29.0625,-0.609375,4.109375
1664567289917,1.1540527,-2.0,-0.024230957,-2.421875,27.609375,-40.578125
1664567289962,-0.10986328,-2.0,0.07293701,9.671875,-54.359375,0.625
1664567289995,0.11450195,-2.0,-0.035461426,1.390625,-11.828125,-30.96875
1664567290037,0.7583008,-1.2388306,0.46209717,-7.359375,-4.484375,-12.71875
1664567290082,-0.60839844,0.74554443,-0.40167236,16.703125,-25.5625,6.25
1664567290112,0.62109375,0.48553467,-0.1453247,16.84375,-38.125,-15.203125
1664567290158,-0.28222656,-0.49835205,0.1161499,14.46875,3.9375,-31.53125
1664567290232,0.022460938,0.07171631,-0.2805786,-9.078125,1.59375,-0.09375
1664567290234,0.7060547,0.4237671,-0.2546997,20.171875,-16.796875,13.234375
1664567290278,-0.19384766,-0.64727783,-0.954895,55.953125,19.96875,12.015625
1664567290322,0.47021484,-2.0,-0.37823486,45.40625,-29.453125,-16.015625
1664567290353,-0.13696289,-2.0,-0.121398926,-30.234375,35.140625,-14.984375
1664567290396,0.7512207,-1.1204224,0.10760498,-148.07812,89.578125,49.84375
1664567290443,-0.03515625,-1.078186,0.070495605,8.453125,70.75,-10.390625
1664567290471,-0.19433594,0.94647217,-0.48809814,-6.015625,5.015625,22.125
1664567290504,0.4609375,-0.12286377,-0.33551025,-3.25,-7.21875,15.96875
1664567290562,-0.1550293,0.18011475,0.19476318,-2.59375,-43.765625,-3.09375
1664567290592,-0.036376953,0.15203857,-0.19122314,-35.6875,-23.890625,-3.859375
1664567290622,0.07885742,0.020690918,-0.62872314,-23.578125,-47.3125,-3.140625
1664567290682,1.0661621,-1.4334106,0.74627686,-18.984375,35.671875,-44.3125
1664567290711,1.999939,-2.0,1.0524292,92.765625,39.640625,42.53125
1664567290742,-1.048584,-2.0,0.23968506,36.0,-19.84375,-35.65625
1664567290802,0.26245117,-2.0,0.12200928,-0.515625,18.75,-18.515625
1664567290817,0.5419922,-0.097717285,0.22991943,22.578125,-6.046875,-3.203125
1664567290863,-0.2355957,1.4140015,-0.73272705,22.34375,-63.4375,7.140625
1664567290922,0.011474609,-0.37994385,0.09124756,5.765625,-28.15625,-36.0
1664567290937,-0.44360352,-0.06549072,0.08026123,9.75,-4.265625,-10.375
1664567290982,0.38842773,0.18328857,-0.31011963,-3.03125,9.640625,6.546875
1664567291043,0.6882324,0.29974365,-0.25421143,37.765625,-28.09375,15.015625
