# Sensor type: Thingy
# Activity type: Running
# Activity code: 11
# Subject id: s1912558
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1664566129595,-0.9277344,0.0078125,-0.2734375,-3.96875,5.28125,5.28125,0.0,0.0,0.0
1664566129636,-0.93359375,0.0029296875,-0.26464844,-0.125,3.03125,7.5625,0.0,0.0,0.0
1664566129675,-0.9042969,-0.033203125,-0.27539062,-2.46875,-2.40625,6.5,0.0,0.0,0.0
1664566129715,-0.90527344,-0.018554688,-0.22363281,3.15625,-2.40625,8.03125,0.0,0.0,0.0
1664566129754,-0.9199219,-0.04296875,-0.19824219,0.0,4.375,7.6875,0.0,0.0,0.0
1664566129797,-0.921875,-0.047851562,-0.20019531,-3.25,11.9375,6.875,0.0,0.0,0.0
1664566129835,-0.9277344,-0.02734375,-0.20117188,-4.78125,23.125,8.34375,0.0,0.0,0.0
1664566129874,-0.90527344,-0.0234375,-0.21679688,-8.625,25.625,8.90625,0.0,0.0,0.0
1664566129914,-0.875,-0.07128906,-0.23242188,-6.4375,23.90625,7.25,0.0,0.0,0.0
1664566129954,-0.85546875,-0.032226562,-0.28027344,4.875,29.40625,9.625,0.0,0.0,0.0
1664566129994,-0.81347656,0.052734375,-0.35351562,13.28125,35.1875,11.53125,-57.625,-9.6875,-155.3125
1664566130034,-0.67285156,0.17382812,-0.27148438,3.34375,20.90625,1.5,0.0,0.0,0.0
1664566130074,-0.82910156,0.16992188,-0.09277344,-6.375,-13.875,-20.71875,0.0,0.0,0.0
1664566130114,-1.3388672,-0.11425781,-0.16601562,-23.15625,-14.71875,-10.5,0.0,0.0,0.0
1664566130154,-1.1142578,-0.11328125,-0.20996094,-7.03125,7.3125,28.0625,0.0,0.0,0.0
1664566130214,-0.94628906,0.041992188,-0.16113281,-6.3125,26.0,23.3125,0.0,0.0,0.0
1664566130234,-0.9316406,0.11230469,-0.24609375,-40.0625,-3.6875,23.0625,0.0,0.0,0.0
1664566130275,-1.0126953,-0.026367188,-0.22265625,-16.1875,11.34375,57.78125,0.0,0.0,0.0
1664566130315,-0.9277344,-0.053710938,-0.20605469,48.8125,43.9375,91.28125,0.0,0.0,0.0
1664566130355,-0.9453125,0.20410156,-0.18457031,19.03125,58.875,86.15625,0.0,0.0,0.0
1664566130395,-1.3066406,0.33496094,-0.2998047,-17.59375,24.875,30.4375,0.0,0.0,0.0
1664566130435,-0.89453125,0.21191406,0.056640625,-40.71875,-2.53125,-55.375,0.0,0.0,0.0
1664566130474,-0.3671875,0.046875,-0.2841797,-13.0625,25.25,-86.625,0.0,0.0,0.0
1664566130515,-0.10644531,-0.016601562,-0.53027344,2.71875,102.40625,-31.6875,-54.75,-4.4375,-165.625
1664566130555,-1.0449219,-0.06933594,-1.2744141,-9.46875,36.96875,37.75,0.0,0.0,0.0
1664566130595,-1.2167969,0.50683594,-0.06933594,59.5,-17.71875,34.21875,0.0,0.0,0.0
1664566130635,-1.75,-0.32128906,-0.6484375,21.59375,113.625,-142.34375,0.0,0.0,0.0
1664566130675,-1.8125,-0.8232422,-0.11328125,-72.90625,-15.46875,-84.1875,0.0,0.0,0.0
1664566130715,-1.0595703,0.119140625,-0.49902344,36.0,17.1875,21.53125,0.0,0.0,0.0
1664566130755,-0.296875,0.025390625,-0.029296875,30.4375,-54.34375,42.78125,0.0,0.0,0.0
1664566130795,-0.1953125,0.23242188,-0.546875,68.78125,1.625,44.78125,0.0,0.0,0.0
1664566130834,0.0126953125,0.1953125,-0.22753906,42.34375,-58.5,-0.875,0.0,0.0,0.0
1664566130874,0.23730469,0.23535156,-0.7089844,53.6875,17.875,-41.875,0.0,0.0,0.0
1664566130915,-1.09375,0.3857422,-0.953125,60.90625,-90.71875,14.875,0.0,0.0,0.0
1664566130975,-1.9414062,0.22167969,-1.0527344,-29.4375,-12.40625,55.15625,0.0,0.0,0.0
1664566130994,-1.8535156,-0.21289062,-0.6699219,-118.84375,-62.21875,-3.6875,-59.375,-9.4375,-163.875
1664566131034,-1.5800781,-0.021484375,0.009765625,-98.84375,-66.78125,67.625,0.0,0.0,0.0
1664566131074,-0.73828125,-0.34375,-0.13964844,-82.84375,3.40625,22.125,0.0,0.0,0.0
1664566131115,0.50390625,0.076171875,0.115234375,-58.4375,36.0625,-42.8125,0.0,0.0,0.0
1664566131155,0.099609375,-0.07421875,0.040039062,-66.0625,-88.9375,-156.5,0.0,0.0,0.0
1664566131195,0.15429688,-0.24121094,0.0126953125,13.84375,-108.28125,-86.875,0.0,0.0,0.0
1664566131235,0.08203125,-0.16113281,-0.40527344,115.46875,39.96875,23.90625,0.0,0.0,0.0
1664566131275,-1.9414062,0.21289062,-1.1083984,168.875,137.8125,151.59375,0.0,0.0,0.0
1664566131315,-1.8769531,0.09765625,-0.98046875,-12.03125,-43.40625,-50.1875,0.0,0.0,0.0
1664566131355,-1.9414062,-0.56640625,-0.23046875,103.0,101.96875,-87.125,0.0,0.0,0.0
1664566131395,-1.4951172,-0.35742188,-0.2578125,-13.125,30.625,-16.5625,0.0,0.0,0.0
1664566131435,-0.42285156,-0.032226562,-0.3310547,70.1875,-56.90625,47.40625,0.0,0.0,0.0
